model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
Gemini,ITERATIVE,Fighting016_x264,Fighting,Claude,0,1,0,0,1,0,high,"H2: The model explicitly classifies the crime as 'Armed Robbery' while the ground truth crime type is 'Fighting' - a physical altercation where women and others fight back against the attacker. H5: The model fabricates a 'handgun' in the second chunk ('holding what appears to be a handgun'), while the ground truth only mentions a hammer and an ax.",,,
Gemini,ITERATIVE,Fighting016_x264,Fighting,GPT,0,1,0,0,1,1,high,"Ground truth crime type is Fighting with a hammer/axe struggle and police intervention, but the model repeatedly classifies it as (armed) robbery and even mentions a handgun (H2). It also invents a ""Live Leak"" watermark and a second suspect/accomplice not supported by the ground truth, which describes one man in black and multiple women/police (H5, H6).",,,
Gemini,ITERATIVE,Robbery005_x264,Robbery,Claude,0,0,0,0,1,1,medium,"H5: The model describes the weapon as a 'hammer' in the second chunk, contradicting the ground truth which clearly states a gun/firearm. H6: The model identifies the man in red as 'Perpetrator 2' working with the blue-hooded suspect, when the ground truth indicates the man in red is actually the victim/cashier handing over money.",,,
Gemini,ITERATIVE,Robbery005_x264,Robbery,GPT,0,0,0,0,1,0,high,"Ground truth specifies the perpetrator points a gun/firearm; the model additionally claims the suspect is holding/wielding a hammer, which is a specific weapon not supported by the annotation. Other details (blue hoodie, threatening clerk/employee, robbery) align with the ground truth.",,,
Gemini,ITERATIVE,Robbery010_x264,Robbery,Claude,0,0,1,0,0,0,high,"The model explicitly states 'it is difficult to definitively determine if a crime is occurring' and presents 'No Crime' as a possible scenario with very low confidence (1/10) in identifying a crime, while the ground truth clearly describes an armed robbery with multiple perpetrators threatening people with guns. This constitutes H3 - the model treats a clear crime as potentially normal/non-criminal.",,,
Gemini,ITERATIVE,Robbery010_x264,Robbery,GPT,0,0,0,0,1,1,high,"The model describes a normal bank/office with employees working and speculates fraud/embezzlement/identity theft rather than the GT-verified armed robbery; it also claims a person wearing a “jersey with the number 20,” which is not in the ground truth, and introduces a specific “customer”/extra individuals not supported by the GT cast description.",,,
Gemini,ITERATIVE,Shooting005_x264,Shooting,Claude,0,1,0,0,0,0,high,"The model explicitly identifies the crime as 'Loitering/Trespassing or Attempted Burglary' when the verified crime type is 'Shooting'. This is a clear H2 misclassification. The model fails to identify the shooting, the man running with a gun, or the flashlight activity described in the ground truth.",,,
Gemini,ITERATIVE,Shooting005_x264,Shooting,GPT,0,1,0,0,0,0,high,"Ground truth verifies a shooting with a man running away with a gun and other men involved, but the model instead classifies the incident as loitering/trespassing or attempted burglary. The model does not introduce specific contradictory objects/actors beyond generic 'one individual on the porch.'",,,
Gemini,ITERATIVE,Shooting011_x264,Shooting,Claude,0,0,0,0,1,0,medium,"The model mentions a person wearing a 'DELIVERY' shirt, which is not present in the ground truth annotation. The ground truth describes people at a counter, a man in white, women in red and white, and men with guns - no delivery person is mentioned. This constitutes a specific fabricated entity not supported by the ground truth.",,,
Gemini,ITERATIVE,Shooting011_x264,Shooting,GPT,1,1,0,0,1,1,high,"Ground truth shows an armed robbery/shooting incident at a store counter with multiple gunmen, broken glass, and police response, but the model describes a man entering a residential room via a sliding glass door with a 'DELIVERY' person and a cluttered desk. It also suggests burglary/home invasion rather than the verified shooting, and invents specific entities/actors (delivery shirt person, desk area) not present in the ground truth.",,,
Gemini,ITERATIVE,Shoplifting004_x264,Shoplifting,Claude,0,0,1,0,0,1,medium,"H3: The model explicitly states 'low confidence (20%) in determining that a crime is occurring' and says 'There is not enough clear evidence to support any specific criminal activity,' effectively treating the scene as normal when shoplifting is occurring. H6: The model mentions 'one who appears to be wearing a police uniform' which is not mentioned in the ground truth annotations.",,,
Gemini,ITERATIVE,Shoplifting004_x264,Shoplifting,GPT,0,1,0,0,1,1,high,"H2: Ground truth crime_type is Shoplifting, but the model speculates fraud/bribery/illegal gambling instead of shoplifting. H5/H6: The model mentions a radio on the counter and a person wearing a police uniform, neither of which appears in the ground-truth description.",,,
Gemini,ITERATIVE,Stealing003_x264,Stealing,Claude,0,0,0,0,1,0,medium,"The model describes the black car as 'a sports car, possibly an Audi TT or similar model' - this is a specific fabricated detail not supported by the ground truth. The model also describes the person as wearing 'a light-colored jacket' when the ground truth specifies 'a man in black', which is a contradictory specific detail, though this could be a perception error rather than fabrication.",,,
Gemini,ITERATIVE,Stealing003_x264,Stealing,GPT,0,1,0,0,1,0,high,"GT confirms a theft where the black car is driven out and others react; the model output stays speculative and introduces incorrect specifics (e.g., ""sports car, possibly an Audi TT"" and ""business...car dealership or repair shop"") not supported by GT. It also mischaracterizes the main actor as wearing a ""light-colored jacket"" instead of the GT man in black.",,,
Gemini,ITERATIVE,Vandalism004_x264,Vandalism,Claude,0,1,0,0,0,1,high,"H2: The model explicitly identifies the crime as DUI/Reckless Driving/DWI, while the verified crime type is Vandalism (the car deliberately and repeatedly crashed into the fence). H6: The model fabricates 'law enforcement' presence at a 'DUI checkpoint' - the ground truth describes no such personnel or checkpoint, only a traffic light fence being deliberately rammed.",,,
Gemini,ITERATIVE,Vandalism004_x264,Vandalism,GPT,0,1,0,0,1,1,high,"Ground truth crime type is vandalism involving a black car repeatedly ramming a traffic light fence, but the model classifies it as DUI/DWI/reckless driving and a DUI checkpoint incident (H2). It also introduces a specific ""DUI checkpoint"" barrier and related signage plus law enforcement involvement, none of which appear in the ground-truth description (H5, H6).",,,
Gemini,ITERATIVE,Vandalism001_x264,Vandalism,Claude,1,1,0,0,1,1,high,"The model describes a completely different scene involving a person in dark clothing, a pink vehicle, property theft/burglary, and assault - none of which match the ground truth of a black car repeatedly ramming a traffic light fence. This constitutes scene fabrication (H1), crime misclassification (H2 - theft/burglary/assault vs vandalism), entity fabrication (H5 - pink vehicle, dark-clothed individual), and phantom actors (H6 - suspect individual, victim property owner, person on ground).",,,
Gemini,ITERATIVE,Vandalism001_x264,Vandalism,GPT,0,1,0,0,1,1,high,"GT shows a black car repeatedly crashing into a traffic-light fence (vandalism), but the model claims theft/burglary/assault and describes a pink vehicle and individuals approaching/carrying items and someone on the ground—entities/actors not present in the GT.",,,
Gemini,LEAST-TO-MOST,Abuse003_x264,Abuse,Claude,0,0,1,0,1,0,medium,"H3: The model output only lists objects and never identifies any criminal activity (abuse), effectively treating the scene as normal/non-criminal despite clear abuse occurring. H5: The model fabricates specific objects not in the ground truth, including 'boxes on cart', 'hand truck/dolly', 'dog', and 'stroller/walker' which are not mentioned in the expert annotation of a corridor with a woman pushing an elderly man in a wheelchair.",,,
Gemini,LEAST-TO-MOST,Abuse003_x264,Abuse,GPT,0,0,0,0,1,1,high,"The model lists a ""Dog"" and mentions ""cart/boxes/hand truck"" and ""stroller/walker"" and ""stairs,"" none of which appear in the ground-truth description (woman pushing an old man in a wheelchair in a corridor), indicating fabricated entities (H5). It also refers to ""People"" (plural) beyond the described woman and old man, which suggests additional actors not in the ground truth (H6).",,,
Gemini,LEAST-TO-MOST,Abuse012_x264,Abuse,Claude,0,0,1,0,0,0,high,"The model output only lists visible objects without identifying any criminal activity or abuse, effectively treating the scene as normal caregiving ('likely a caregiver'). The ground truth clearly describes severe physical abuse of babies, which the model completely fails to identify, qualifying as H3 (crime omission by implying normalcy).",,,
Gemini,LEAST-TO-MOST,Abuse012_x264,Abuse,GPT,0,0,0,0,0,1,medium,"The model claims ""Two people are visible in the frame,"" while the ground truth describes only a single woman interacting with the baby (the later ""man"" mention appears inconsistent/likely a translation error, so the second person is not clearly supported). All other listed objects (cribs, babies, blankets, wall/light fixture, camera label) are plausible and not contradicted by the ground truth.",,,
Gemini,LEAST-TO-MOST,Arson002_x264,Arson,Claude,0,0,1,0,0,0,medium,"The model only lists visible objects across frames without identifying any criminal activity (arson), effectively treating the scene as normal/non-criminal. The ground truth clearly describes a man pouring gasoline and igniting a fire, but the model makes no mention of fire, gasoline, or any criminal behavior, qualifying as H3. No specific wrong objects or actors are fabricated.",,,
